"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Z_CostContact","Z_Revenue","Response","Age","Total_Purchaase","Is_Parent","Has_Partner","Family_Size","campaign_participation","cluster"
"1146",1961,"Graduate","Married",79410,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,53,1383,0,1,1,0,"3"
"1147",1951,"Graduate","Married",57304,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,63,1043,1,1,2,0,"2"
"1148",1965,"Graduate","Married",44375,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,49,308,1,1,2,0,"2"
"1149",1956,"Graduate","Together",54450,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,58,703,1,1,3,0,"2"
"1150",1965,"Graduate","Married",59594,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,49,499,1,1,2,1,"2"
"1151",1994,"Graduate","Together",80685,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,20,1030,0,1,1,0,"3"
"1152",1974,"Postgraduate","Married",40344,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,40,218,1,1,2,0,"2"
"1153",1972,"Graduate","Married",62710,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,42,635,1,1,2,0,"2"
"1154",1968,"Undergraduate","Married",48985,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,46,82,1,1,2,0,"1"
"1155",1968,"Graduate","Together",35322,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,46,113,1,1,4,0,"1"
"1156",1948,"Graduate","Married",77142,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,66,1141,0,1,1,0,"3"
"1157",1969,"Graduate","Single",81657,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,45,1157,0,0,0,0,"3"
"1158",1996,"Undergraduate","Married",14421,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,18,19,0,1,1,1,"1"
"1159",1974,"Undergraduate","Married",20130,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,40,40,0,1,1,0,"1"
"1160",1990,"Postgraduate","Married",74214,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,24,1810,0,1,1,0,"3"
"1161",1957,"Postgraduate","Married",66726,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,57,438,1,1,3,1,"2"
"1162",1979,"Undergraduate","Together",23724,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,35,93,1,1,2,0,"1"
"1163",1960,"Postgraduate","Married",47353,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,54,233,1,1,2,0,"2"
"1164",1952,"Postgraduate","Married",33444,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,62,18,1,1,3,0,"2"
"1165",1981,"Graduate","Married",54386,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,33,491,1,1,2,0,"1"
"1166",1981,"Graduate","Divorced",28510,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,33,95,1,0,2,0,"4"
"1167",1991,"Postgraduate","Single",90638,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,23,2669,0,0,0,1,"3"
"1168",1950,"Graduate","Together",48070,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,64,513,1,1,2,0,"2"
"1169",1957,"Graduate","Married",43140,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,57,235,1,1,2,0,"2"
"1170",1961,"Postgraduate","Divorced",54959,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,53,1232,1,0,1,1,"4"
"1171",1958,"Undergraduate","Single",15056,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,56,94,1,0,2,0,"4"
"1172",1971,"Graduate","Single",26954,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,43,17,1,0,1,0,"4"
"1173",1985,"Graduate","Single",22327,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,29,24,1,0,1,0,"4"
"1174",1965,"Graduate","Married",44393,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,49,62,1,1,3,0,"2"
"1175",1952,"Postgraduate","Single",62000,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,62,1020,1,0,1,1,"4"
"1176",1962,"Postgraduate","Together",31497,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,52,156,1,1,2,0,"2"
"1177",1974,"Undergraduate","Married",45894,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,40,53,1,1,3,0,"1"
"1178",1970,"Postgraduate","Divorced",78579,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,44,1878,0,0,0,1,"3"
"1179",1969,"Postgraduate","Widow",67369,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,45,1475,1,0,1,1,"3"
"1180",1960,"Graduate","Divorced",58401,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,54,125,1,0,1,0,"4"
"1181",1952,"Graduate","Single",62307,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,62,166,1,0,1,0,"4"
"1182",1969,"Postgraduate","Married",43641,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,45,141,1,1,3,0,"2"
"1183",1968,"Postgraduate","Divorced",63841,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,46,915,1,0,1,0,"4"
"1184",1965,"Undergraduate","Married",46891,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,49,198,1,1,2,0,"1"
"1185",1969,"Postgraduate","Married",70091,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,45,1161,1,1,2,1,"2"
"1186",1972,"Postgraduate","Married",78075,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,42,1023,0,1,1,0,"3"
"1187",1961,"Undergraduate","Widow",59184,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,53,1223,1,0,1,0,"4"
"1188",1977,"Graduate","Married",54809,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,37,187,1,1,3,0,"1"
"1189",1959,"Graduate","Married",58113,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,55,836,1,1,2,0,"2"
"1190",1958,"Postgraduate","Married",51412,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,56,200,1,1,2,0,"2"
"1191",1979,"Graduate","Divorced",15287,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,35,34,1,0,1,1,"4"
"1192",1957,"Postgraduate","Together",66636,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,57,1094,0,1,1,0,"3"
"1193",1956,"Postgraduate","Married",50965,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,58,691,1,1,2,1,"2"
"1194",1965,"Postgraduate","Married",84618,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,49,1738,0,1,1,1,"3"
"1195",1990,"Graduate","Married",18351,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,24,57,0,1,1,0,"1"
"1196",1957,"Postgraduate","Together",40451,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,57,49,1,1,3,1,"2"
"1197",1965,"Graduate","Together",36317,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,49,135,1,1,2,0,"1"
"1198",1957,"Graduate","Together",42213,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,57,366,1,1,2,1,"2"
"1199",1955,"Graduate","Together",65748,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,59,623,1,1,2,0,"2"
"1200",1972,"Graduate","Together",77044,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,42,1099,1,1,2,1,"2"
"1201",1969,"Graduate","Together",74918,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,45,2066,0,1,1,1,"3"
"1202",1972,"Graduate","Married",56721,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,42,309,1,1,3,0,"2"
"1203",1975,"Graduate","Single",42160,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,39,155,1,0,2,1,"4"
"1204",1965,"Graduate","Single",61559,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,49,544,1,0,1,0,"4"
"1205",1963,"Postgraduate","Together",33629,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,51,152,1,1,3,0,"2"
"1206",1991,"Postgraduate","Together",68682,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,23,1628,0,1,1,0,"3"
"1207",1963,"Graduate","Single",34377,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,51,115,1,0,1,0,"4"
"1208",1986,"Undergraduate","Single",8940,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,28,107,1,0,1,0,"1"
"1209",1973,"Graduate","Married",26228,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,41,26,1,1,2,0,"1"
"1210",1957,"Undergraduate","Divorced",77297,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,57,911,0,0,0,1,"3"
"1211",1981,"Graduate","Married",40211,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,33,88,1,1,3,1,"1"
"1212",1958,"Postgraduate","Widow",33438,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,56,92,1,0,2,0,"4"
"1213",1959,"Postgraduate","Married",75032,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,55,1227,1,1,2,0,"2"
"1214",1955,"Postgraduate","Single",61284,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,59,818,0,0,0,1,"3"
"1215",1986,"Graduate","Married",22518,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,28,63,1,1,2,1,"1"
"1216",1975,"Postgraduate","Married",54730,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,39,412,1,1,2,0,"2"
"1217",1955,"Postgraduate","Married",38452,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,59,72,1,1,3,0,"2"
"1218",1971,"Graduate","Divorced",44421,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,43,190,1,0,2,0,"4"
"1219",1986,"Postgraduate","Together",38197,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,28,41,1,1,2,0,"1"
"1220",1978,"Graduate","Divorced",41986,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,36,66,1,0,1,0,"4"
"1221",1983,"Graduate","Together",28427,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,31,55,1,1,2,0,"1"
"1222",1976,"Postgraduate","Together",37395,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,38,40,1,1,2,0,"2"
"1223",1971,"Graduate","Married",64722,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,43,952,1,1,2,0,"2"
"1224",1956,"Postgraduate","Together",55249,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,58,130,1,1,2,0,"2"
"1225",1972,"Graduate","Together",84906,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,42,1661,0,1,1,1,"3"
"1226",1989,"Graduate","Married",28691,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,25,34,1,1,2,0,"1"
"1227",1952,"Graduate","Single",44213,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,62,156,1,0,2,0,"4"
"1228",1984,"Undergraduate","Single",25707,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,30,27,1,0,1,0,"4"
"1229",1967,"Postgraduate","Married",59062,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,47,71,1,1,4,0,"2"
"1230",1962,"Graduate","Single",76624,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,52,1014,1,0,1,1,"3"
"1231",1947,"Postgraduate","Together",66000,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,67,711,0,1,1,0,"3"
"1232",1978,"Postgraduate","Together",27683,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,36,363,1,1,2,0,"2"
"1233",1971,"Graduate","Divorced",1730,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,43,9,0,0,0,0,"4"
"1234",1992,"Undergraduate","Single",7500,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,22,145,1,0,1,0,"1"
"1235",1968,"Graduate","Together",40521,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,46,21,1,1,3,0,"1"
"1236",1973,"Postgraduate","Together",20427,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,41,10,1,1,2,0,"1"
"1237",1975,"Graduate","Married",65106,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,39,973,1,1,2,1,"2"
"1238",1965,"Postgraduate","Married",69969,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,49,1565,0,1,1,1,"3"
"1239",1952,"Graduate","Married",67433,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,62,1040,1,1,3,1,"2"
"1240",1967,"Postgraduate","Married",77766,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,47,1588,1,1,2,1,"2"
"1241",1972,"Graduate","Married",74716,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,42,1055,1,1,2,0,"2"
"1242",1963,"Graduate","Divorced",68118,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,51,951,1,0,1,0,"4"
"1243",1970,"Postgraduate","Married",55158,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,44,429,1,1,3,1,"2"
"1244",1955,"Undergraduate","Married",62972,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,59,587,1,1,2,1,"2"
"1245",1975,"Graduate","Married",74190,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,39,732,1,1,2,0,"2"
"1246",1976,"Graduate","Married",39356,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,38,23,1,1,3,1,"1"
"1247",1969,"Graduate","Together",76653,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,45,2468,0,1,1,1,"3"
"1248",1973,"Postgraduate","Divorced",35860,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,41,51,1,0,2,1,"4"
"1249",1983,"Postgraduate","Divorced",90687,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,31,1813,0,0,0,1,"3"
"1250",1982,"Postgraduate","Together",73450,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,32,1873,0,1,1,1,"3"
"1251",1960,"Graduate","Married",31454,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,54,48,1,1,3,0,"2"
"1252",1952,"Graduate","Single",47139,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,62,85,1,0,2,1,"4"
"1253",1975,"Graduate","Divorced",83829,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,39,2023,0,0,0,1,"3"
"1254",1963,"Postgraduate","Married",53378,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,51,799,1,1,3,1,"2"
"1255",1970,"Graduate","Together",19656,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,44,92,1,1,2,0,"1"
"1256",1948,"Postgraduate","Married",45579,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,66,184,1,1,2,0,"2"
"1257",1958,"Undergraduate","Single",85485,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,56,1401,0,0,0,0,"3"
"1258",1944,"Graduate","Married",55956,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,70,1008,0,1,1,1,"3"
"1259",1963,"Postgraduate","Single",64191,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,51,863,1,0,1,0,"4"
"1260",1972,"Graduate","Single",38808,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,42,265,1,0,1,1,"4"
"1261",1966,"Postgraduate","Married",57183,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,48,610,1,1,3,0,"2"
"1262",1968,"Postgraduate","Divorced",23748,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,46,91,1,0,1,0,"4"
"1263",1971,"Graduate","Married",66303,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,43,1298,1,1,2,1,"2"
"1264",1975,"Postgraduate","Married",37368,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,39,32,1,1,2,1,"2"
"1265",1964,"Graduate","Married",40800,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,50,129,1,1,4,0,"2"
"1266",1978,"Graduate","Divorced",71847,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,36,1255,0,0,0,1,"3"
"1267",1975,"Graduate","Married",46149,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,39,362,1,1,2,0,"1"
"1268",1983,"Graduate","Together",78687,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,31,2185,0,1,1,1,"3"
"1269",1971,"Undergraduate","Divorced",49118,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,43,1327,0,0,0,1,"3"
"1270",1957,"Postgraduate","Married",37633,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,57,38,1,1,3,0,"2"
"1271",1951,"Postgraduate","Together",39767,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,63,511,0,1,1,0,"2"
"1272",1951,"Undergraduate","Married",26997,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,63,483,0,1,1,0,"1"
"1273",1970,"Graduate","Divorced",33986,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,44,45,1,0,1,0,"4"
"1274",1972,"Postgraduate","Married",57091,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,42,496,1,1,2,1,"2"
"1275",1969,"Undergraduate","Married",46831,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,45,82,1,1,3,0,"1"
"1276",1972,"Postgraduate","Married",83151,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,42,2388,0,1,1,1,"3"
"1277",1971,"Graduate","Married",52531,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,43,866,0,1,1,0,"3"
"1278",1956,"Graduate","Married",15759,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,58,17,0,1,1,0,"4"
"1279",1971,"Graduate","Single",22804,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,43,27,1,0,1,0,"4"
"1280",1973,"Undergraduate","Married",43050,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,41,79,1,1,2,0,"1"
"1281",1977,"Postgraduate","Single",42997,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,37,16,1,0,2,0,"4"
"1282",1963,"Postgraduate","Single",48918,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,51,62,1,0,2,0,"4"
"1283",1954,"Postgraduate","Together",60033,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,60,209,1,1,2,0,"2"
"1284",1978,"Postgraduate","Together",34043,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,36,49,1,1,2,0,"2"
"1285",1966,"Graduate","Together",57811,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,48,823,1,1,2,1,"2"
"1286",1946,"Graduate","Married",78569,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,68,1911,0,1,1,1,"3"
"1287",1978,"Graduate","Single",7500,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,36,61,1,0,2,0,"4"
"1288",1971,"Postgraduate","Together",157733,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,43,59,1,1,2,0,"2"
"1289",1953,"Graduate","Together",94384,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,61,2347,0,1,1,1,"3"
"1290",1985,"Undergraduate","Married",23148,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,29,40,0,1,1,0,"1"
"1291",1970,"Graduate","Divorced",44267,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,44,315,1,0,2,0,"4"
"1292",1979,"Graduate","Married",71626,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,35,1450,0,1,1,1,"3"
"1293",1966,"Graduate","Together",60894,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,48,832,1,1,2,0,"2"
"1294",1976,"Graduate","Together",50200,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,38,407,1,1,3,0,"1"
"1295",1965,"Postgraduate","Married",81051,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,49,1530,0,1,1,1,"3"
"1296",1982,"Graduate","Married",65169,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,32,1189,0,1,1,1,"3"
"1297",1972,"Graduate","Together",59868,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,42,1204,1,1,2,0,"2"
"1298",1960,"Postgraduate","Married",65695,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,54,714,1,1,2,0,"2"
